হাগদবনি,ꯍꯥꯒꯗꯕꯅꯤ
থোরক্পোইরে,ꯊꯣꯔꯛꯄꯣꯏꯔꯦ
সিএসটিটিবু,ꯁꯤꯑꯦꯁꯇꯤꯇꯤꯕꯨ
মোটোরবাইক,ꯃꯣꯇꯣꯔꯕꯥꯏꯛ
ফত্খিদ্রে,ꯐꯠꯈꯤꯗꯔ꯭ꯦ
প্রিপার্দনেসকী,ꯄꯔ꯭ꯤꯄꯥꯔꯗꯅꯦꯁꯀꯤ
ওইখিদ্রবদি,ꯑꯣꯏꯈꯤꯗꯔ꯭ꯕꯗꯤ
টেহশিল,ꯇꯦꯍꯁꯤꯜ
লৈনবা,ꯂꯩꯅꯕ
অহাপ্পা,ꯑꯍꯥꯞꯄꯥ
খীক্থরম্গে,ꯈꯤꯛꯊꯔꯝꯒꯦ
দারীদগী,ꯗꯥꯔꯤꯗꯒꯤ
খোল্লক্পবু,ꯈꯣꯜꯂꯛꯄꯕꯨ
মায়কৈদগী,ꯃꯥꯌꯀꯩꯗꯒꯤ
ওর্গানিজম,ꯑꯣꯔꯒꯥꯅꯤꯖꯝ
উত্থোকপা,ꯎꯠꯊꯣꯛꯄ
কোলিবেসিলোসি,ꯀꯣꯂꯤꯕꯦꯁꯤꯂꯣꯁꯤ
মেসেজশীং,ꯃꯦꯁꯦꯖꯁꯤꯡ
ডিসকোর্সশিংবু,ꯗꯤꯁꯀꯣꯔꯁꯁꯤꯡꯕꯨ
প্রিলেক্তেল,ꯄꯔ꯭ꯤꯂꯦꯛꯇꯦꯜ
চয়োল,ꯆꯌꯣꯜ
কূম্মৈ,ꯀꯨꯝꯃꯩ
থাগৎলি,ꯊꯥꯒꯠꯂꯤ
ইলেক্ত্রিক্কী,ꯏꯂꯦꯛꯇꯔ꯭ꯤꯛꯀꯤ
মাইক্রোসেফালি,ꯃꯥꯏꯀꯔ꯭ꯣꯁꯦꯐꯥꯂꯤ
কাশ্মীর,ꯀꯥꯁꯃꯤꯔ
এন্দপোইন্ট,ꯑꯦꯟꯗꯄꯣꯏꯟꯇ
সাহায্য,ꯁꯥꯍꯥꯌꯌ꯭
থুপ্না,ꯊꯨꯞꯅꯥ
অথোরাইজ,ꯑꯊꯣꯔꯥꯏꯖ
লিভলিহুদশীংগী,ꯂꯤꯚꯂꯤꯍꯨꯗꯁꯤꯡꯒꯤ
থানাগী,ꯊꯥꯅꯥꯒꯤ
পোসগ্রেজুয়েত,ꯄꯣꯁꯒꯔ꯭ꯦꯖꯨꯌꯦꯠ
পুনশিনবা,ꯄꯨꯟꯁꯤꯟꯕ
থেংলুরবদি,ꯊꯦꯡꯂꯨꯔꯕꯗꯤ
স্কেলেবল,ꯁꯀ꯭ꯦꯂꯦꯕꯜ
পুথোক্পিরকো,ꯄꯨꯊꯣꯛꯄꯤꯔꯀꯣ
পাউদমখিবা,ꯄꯥꯎꯗꯝꯈꯤꯕ
থোৎপা,ꯊꯣꯠꯄ
তৌহন্নবগী,ꯇꯧꯍꯟꯅꯕꯒꯤ
থোক্খিদ্রে,ꯊꯣꯛꯈꯤꯗꯔ꯭ꯦ
রাঞ্চি,ꯔꯥꯟꯆꯤ
ঐখোয়গীসিসু,ꯑꯩꯈꯣꯌꯒꯤꯁꯤꯁꯨ
কিহল্লি,ꯀꯤꯍꯜꯂꯤ
পুরকপগী,ꯄꯨꯔꯛꯄꯒꯤ
মচানুপাদু,ꯃꯆꯥꯅꯨꯄꯥꯗꯨ
সোসিও,ꯁꯣꯁꯤꯑꯣ
মেথদশীংগী,ꯃꯦꯊꯗꯁꯤꯡꯒꯤ
ইথিক্সকী,ꯏꯊꯤꯛꯁꯀꯤ
টুলিহল,ꯇꯨꯂꯤꯍꯜ
দিভিনিতি,ꯗꯤꯚꯤꯅꯤꯇꯤ
এভান্তেজ,ꯑꯦꯚꯥꯟꯇꯦꯖ
রেস্পোন্সিবল,ꯔꯦꯁꯄꯣꯟꯁꯤꯕꯜ
ইংখোল,ꯏꯡꯈꯣꯜ
ঘাজিয়াবাদ,ꯘꯥꯖꯤꯌꯥꯕꯥꯗ
থক্নবশীং,ꯊꯛꯅꯕꯁꯤꯡ
মোংশোঙ,ꯃꯣꯡꯁꯣꯡ
থোক্নরক্এদো,ꯊꯣꯛꯅꯔꯛꯑꯦꯗꯣ
এক্ত্রিমিজম,ꯑꯦꯛꯇꯔ꯭ꯤꯃꯤꯖꯝ
লৌরুগদবসু,ꯂꯧꯔꯨꯒꯗꯕꯁꯨ
ইনখতলক্লিবা,ꯏꯟꯈꯠꯂꯛꯂꯤꯕ
য়ুভিএফএএম,ꯌꯨꯚꯤꯑꯦꯐꯑꯦꯑꯦꯝ
ৱর্কিং,ꯋꯔꯀꯤꯡ
অঙাংদুগী,ꯑꯉꯥꯡꯗꯨꯒꯤ
রিস্তার্ত,ꯔꯤꯁꯇꯥꯔꯇ
খাঙ্গদবগী,ꯈꯥꯡꯒꯗꯕꯒꯤ
স্কর্ট,ꯁꯀ꯭ꯔꯇ
নুপিদী,ꯅꯨꯄꯤꯗꯤ
প্রাইসশীংগী,ꯄꯔ꯭ꯥꯏꯁꯁꯤꯡꯒꯤ
তাইবঙ্মী,ꯇꯥꯏꯕꯡꯃꯤ
কম্ম্যুনিষ্ট,ꯀꯝꯃꯌ꯭ꯨꯅꯤꯁꯇ
খুন্জা,ꯈꯨꯟꯖꯥ
চাউবদগী,ꯆꯥꯎꯕꯗꯒꯤ
নৈনবগী,ꯅꯩꯅꯕꯒꯤ
ময়াম্সি,ꯃꯌꯥꯝꯁꯤ
ইশুবুদি,ꯏꯁꯨꯕꯨꯗꯤ
মসলগুম্বা,ꯃꯁꯜꯒꯨꯝꯕ
ঈপাউগী,ꯏꯄꯥꯎꯒꯤ
ইংলিশ,ꯏꯡꯂꯤꯁ
লৈরিক্মা,ꯂꯩꯔꯤꯛꯃꯥ
খরদংদা,ꯈꯔꯗꯪꯗ
জুরিসদিক্সনশীংগী,ꯖꯨꯔꯤꯁꯗꯤꯛꯁꯟꯁꯤꯡꯒꯤ
ওইথোকপসু,ꯑꯣꯏꯊꯣꯛꯄꯁꯨ
পাবদগী,ꯄꯥꯕꯗꯒꯤ
ক্লাসশীংগী,ꯀꯂ꯭ꯥꯁꯁꯤꯡꯒꯤ
কন্ত্রিব্যুসন,ꯀꯟꯇꯔ꯭ꯤꯕꯌ꯭ꯨꯁꯟ
চাউথোইখোয়্গী,ꯆꯥꯎꯊꯣꯏꯈꯣꯌꯒꯤ
কোক্তা,ꯀꯣꯛꯇꯥ
রিশাং,ꯔꯤꯁꯥꯡ
খত্নরম্মী,ꯈꯠꯅꯔꯝꯃꯤ
এন্নোটেশন,ꯑꯦꯟꯅꯣꯇꯦꯁꯟ
প্রোগ্রাম,ꯄꯔ꯭ꯣꯒꯔ꯭ꯥꯝ
হত্গদগে,ꯍꯠꯒꯗꯒꯦ
টেঙ্কিশীং,ꯇꯦꯡꯀꯤꯁꯤꯡ
মোর্তেলিটি,ꯃꯣꯔꯇꯦꯂꯤꯇꯤ
লৈররোইদো,ꯂꯩꯔꯔꯣꯏꯗꯣ
টর্মিনোলোজী,ꯇꯔꯃꯤꯅꯣꯂꯣꯖꯤ
লোলশিংগী,ꯂꯣꯜꯁꯤꯡꯒꯤ
তারিবশিংসি,ꯇꯥꯔꯤꯕꯁꯤꯡꯁꯤ
গবর্নমেন্টশীং,ꯒꯕꯔꯅꯃꯦꯟꯇꯁꯤꯡ
পুরিবনি,ꯄꯨꯔꯤꯕꯅꯤ
প্রজাদগী,ꯄꯔ꯭ꯖꯥꯗꯒꯤ
নুপাসিবু,ꯅꯨꯄꯥꯁꯤꯕꯨ
এমোনিফিকেসন,ꯑꯦꯃꯣꯅꯤꯐꯤꯀꯦꯁꯟ
ফোইপিদগী,ꯐꯣꯏꯄꯤꯗꯒꯤ
টেরোজিম,ꯇꯦꯔꯣꯖꯤꯝ
মাঙ্থা,ꯃꯥꯡꯊꯥ
কয়াদদি,ꯀꯌꯥꯗꯗꯤ
কপ্পু,ꯀꯞꯄꯨ
নিরুক্তা,ꯅꯤꯔꯨꯛꯇꯥ
চংহল্লোইদগী,ꯆꯪꯍꯜꯂꯣꯏꯗꯒꯤ
পাঙথোক্লিবা,ꯄꯥꯡꯊꯣꯛꯂꯤꯕ
চৌকিদার,ꯆꯧꯀꯤꯗꯥꯔ
লন্না,ꯂꯟꯅ
পাউজেল,ꯄꯥꯎꯖꯦꯜ
লোইনৈ,ꯂꯣꯏꯅꯩ
পুগদগে,ꯄꯨꯒꯗꯒꯦ
হেবিটেট,ꯍꯦꯕꯤꯇꯦꯠ
মরিনি,ꯃꯔꯤꯅꯤ
এদনোক্কী,ꯑꯦꯗꯅꯣꯛꯀꯤ
অহৌবদগী,ꯑꯍꯧꯕꯗꯒꯤ
গ্রাউন,ꯒꯔ꯭ꯥꯎꯟ
ওক্পু,ꯑꯣꯛꯄꯨ
ইকায়্খিবদগী,ꯏꯀꯥꯌꯈꯤꯕꯗꯒꯤ
শাঙ্গু,ꯁꯥꯡꯒꯨ
তঞ্ঝঞ্চ,ꯇꯟꯓꯟꯆ
ফংদ্রবোইরে,ꯐꯪꯗꯔ꯭ꯕꯣꯏꯔꯦ
নোটিফিকেসন,ꯅꯣꯇꯤꯐꯤꯀꯦꯁꯟ
ইতিক্কী,ꯏꯇꯤꯛꯀꯤ
মুচুএল,ꯃꯨꯆꯨꯑꯦꯜ
তুমগদবনি,ꯇꯨꯝꯒꯗꯕꯅꯤ
য়ূম্ফম,ꯌꯨꯝꯐꯝ
দোমেইন,ꯗꯣꯃꯦꯏꯟ
ইমিরেৎসকী,ꯏꯃꯤꯔꯦꯠꯁꯀꯤ
বোরোবীদু,ꯕꯣꯔꯣꯕꯤꯗꯨ
ষ্টিম্যুলেট,ꯁꯇ꯭ꯤꯃꯌ꯭ꯨꯂꯦꯠ
মণিপুরবু,ꯃꯅꯤꯄꯨꯔꯕꯨ
বোন্ডগী,ꯕꯣꯟꯗꯒꯤ
মচানুপীগুম্না,ꯃꯆꯥꯅꯨꯄꯤꯒꯨꯝꯅꯥ
ফন্দামেন্তেল্স,ꯐꯟꯗꯥꯃꯦꯟꯇꯦꯜꯁ
ইলেক্ত্রোমোটিভ,ꯏꯂꯦꯛꯇꯔ꯭ꯣꯃꯣꯇꯤꯚ
হায়্রুগদববু,ꯍꯥꯌꯔ꯭ꯨꯒꯗꯕꯕꯨ
চেন্খিদৌবনি,ꯆꯦꯟꯈꯤꯗꯧꯕꯅꯤ
অমরনাথ,ꯑꯃꯔꯅꯥꯊ
ওর্গানাইজ,ꯑꯣꯔꯒꯥꯅꯥꯏꯖ
পেরাসিতামোল,ꯄꯦꯔꯥꯁꯤꯇꯥꯃꯣꯜ
কাপ্পু,ꯀꯥꯞꯄꯨ
পোক্খ্রে,ꯄꯣꯛꯈꯔ꯭ꯦ
তাথোক্কে,ꯇꯥꯊꯣꯛꯀꯦ
লৌউশিংউবসি,ꯂꯧꯎꯁꯤꯡꯎꯕꯁꯤ
তাল্লিবশিংবু,ꯇꯥꯜꯂꯤꯕꯁꯤꯡꯕꯨ
য়াত্রা,ꯌꯥꯇꯔ꯭ꯥ
পীরবশিংসিগী,ꯄꯤꯔꯕꯁꯤꯡꯁꯤꯒꯤ
ফংদবসু,ꯐꯪꯗꯕꯁꯨ
হায়লাইট,ꯍꯥꯌꯂꯥꯏꯠ
মায়থিহৌখিবনি,ꯃꯥꯌꯊꯤꯍꯧꯈꯤꯕꯅꯤ
হৈরবনি,ꯍꯩꯔꯕꯅꯤ
মশন্দোক,ꯃꯁꯟꯗꯣꯛ
লাইরিকশিংদা,ꯂꯥꯏꯔꯤꯛꯁꯤꯡꯗ
হায়বিয়ু,ꯍꯥꯌꯕꯤꯌꯨ
ট্রেদিসনেল,ꯇꯔ꯭ꯦꯗꯤꯁꯅꯦꯜ
হেল্লোয়,ꯍꯦꯜꯂꯣꯌ
য়েংউগে,ꯌꯦꯡꯎꯒꯦ
সমাজবু,ꯁꯃꯥꯖꯕꯨ
কোর্টকী,ꯀꯣꯔꯇꯀꯤ
তাথোক,ꯇꯥꯊꯣꯛ
ফিল্মদুগী,ꯐꯤꯜꯃꯗꯨꯒꯤ
য়াদরেমী,ꯌꯥꯗꯔꯦꯃꯤ
কেপাসিটিগী,ꯀꯦꯄꯥꯁꯤꯇꯤꯒꯤ
লৌকোল,ꯂꯧꯀꯣꯜ
করনেল,ꯀꯔꯅꯦꯜ
এপ্রোচশীংগি,ꯑꯦꯄꯔ꯭ꯣꯆꯁꯤꯡꯒꯤ
খুউদা,ꯈꯨꯎꯗ
আইএসটিভি,ꯑꯥꯏꯑꯦꯁꯇꯤꯚꯤ
মিলদা,ꯃꯤꯜꯗ
পোটেন্সিয়েল,ꯄꯣꯇꯦꯟꯁꯤꯌꯦꯜ
শিজিন্নববুদি,ꯁꯤꯖꯤꯟꯅꯕꯕꯨꯗꯤ
ৱাটচ,ꯋꯥꯠꯆ
লৈশাবীদুগী,ꯂꯩꯁꯥꯕꯤꯗꯨꯒꯤ
নঙ্গল,ꯅꯡꯒꯜ
অদুম্না,ꯑꯗꯨꯝꯅꯥ
হেক্তগী,ꯍꯦꯛꯇꯒꯤ
থোংগদবনি,ꯊꯣꯡꯒꯗꯕꯅꯤ
ষ্টোরেজশীং,ꯁꯇ꯭ꯣꯔꯦꯖꯁꯤꯡ
য়াওরক্পা,ꯌꯥꯑꯣꯔꯛꯄꯥ
ট্রষ্ট,ꯇꯔ꯭ꯁꯇ
তৈথোক্কে,ꯇꯩꯊꯣꯛꯀꯦ
কাগদৌরি,ꯀꯥꯒꯗꯧꯔꯤ
তৌমীন্নৈ,ꯇꯧꯃꯤꯟꯅꯩ
সেন্টরষ্টেজ,ꯁꯦꯟꯇꯔꯁꯇꯦꯖ
বংলাদেশকী,ꯕꯪꯂꯥꯗꯦꯁꯀꯤ
ওনরশিংগী,ꯑꯣꯅꯔꯁꯤꯡꯒꯤ
লৌরিঙৈগী,ꯂꯧꯔꯤꯉꯩꯒꯤ
কাংথোল,ꯀꯥꯡꯊꯣꯜ
জমসেদ,ꯖꯝꯁꯦꯗ
ওমেগা,ꯑꯣꯃꯦꯒꯥ
লৈগদবনি,ꯂꯩꯒꯗꯕꯅꯤ
য়েংজগে,ꯌꯦꯡꯖꯒꯦ
লোয়হৌদ্রবদি,ꯂꯣꯌꯍꯧꯗꯔ꯭ꯕꯗꯤ
লিষ্টশীং,ꯂꯤꯁꯇꯁꯤꯡ
অতেনবা,ꯑꯇꯦꯟꯕ
য়েন্নাউ,ꯌꯦꯟꯅꯥꯎ
কোংকুত্তা,ꯀꯣꯡꯀꯨꯠꯇꯥ
হেরিদিটি,ꯍꯦꯔꯤꯗꯤꯇꯤ
ইন্টরলোকিং,ꯏꯟꯇꯔꯂꯣꯀꯤꯡ
নপুদো,ꯅꯄꯨꯗꯣ
আকেদেমি,ꯑꯥꯀꯦꯗꯦꯃꯤ
হেন্শাং,ꯍꯦꯟꯁꯥꯡ
মখাপোন্না,ꯃꯈꯥꯄꯣꯟꯅꯥ
পলশীং,ꯄꯜꯁꯤꯡ
চনিপান,ꯆꯅꯤꯄꯥꯟ
মীরোন্দ্রিঙৈগী,ꯃꯤꯔꯣꯟꯗꯔ꯭ꯤꯉꯩꯒꯤ
থাদবনি,ꯊꯥꯗꯕꯅꯤ
পীথকপসি,ꯄꯤꯊꯛꯄꯁꯤ
অমুখেন,ꯑꯃꯨꯈꯦꯟ
ৱাহৈশীংসি,ꯋꯥꯍꯩꯁꯤꯡꯁꯤ
ত্রাইবুনেল,ꯇꯔ꯭ꯥꯏꯕꯨꯅꯦꯜ
চেংজেল,ꯆꯦꯡꯖꯦꯜ
য়ুনেসকো,ꯌꯨꯅꯦꯁꯀꯣ
ফোলোৱরশিংগী,ꯐꯣꯂꯣꯋꯔꯁꯤꯡꯒꯤ
কারক্কী,ꯀꯥꯔꯛꯀꯤ
এক্সটেন্সন,ꯑꯦꯛꯁꯇꯦꯟꯁꯟ
হায়্দোক্কনু,ꯍꯥꯌꯗꯣꯛꯀꯅꯨ
কাতিশীং,ꯀꯥꯇꯤꯁꯤꯡ
রিমেদিএল,ꯔꯤꯃꯦꯗꯤꯑꯦꯜ
ফেক্টরস,ꯐꯦꯛꯇꯔꯁ
হুম্দোই,ꯍꯨꯝꯗꯣꯏ
মরিদি,ꯃꯔꯤꯗꯤ
প্রোভাইদরশীংগী,ꯄꯔ꯭ꯣꯚꯥꯏꯗꯔꯁꯤꯡꯒꯤ
উহল্লি,ꯎꯍꯜꯂꯤ
থাঙ্গপাত্কী,ꯊꯥꯡꯒꯄꯥꯠꯀꯤ
নুপীমচাশীংগী,ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯒꯤ
দিমান্দশিং,ꯗꯤꯃꯥꯟꯗꯁꯤꯡ
সেমিনার,ꯁꯦꯃꯤꯅꯥꯔ
হায়্রিসিবো,ꯍꯥꯌꯔ꯭ꯤꯁꯤꯕꯣ
শিরোইদ্রা,ꯁꯤꯔꯣꯏꯗꯔ꯭ꯥ
পূন্সি,ꯄꯨꯟꯁꯤ
ফম্ফম্,ꯐꯝꯐꯝ
মৌদরানিপান,ꯃꯧꯗꯔꯥꯅꯤꯄꯥꯟ
দেটেবেজগী,ꯗꯦꯇꯦꯕꯦꯖꯒꯤ
য়াথোক্কদবনি,ꯌꯥꯊꯣꯛꯀꯗꯕꯅꯤ
তরেত্মক্সি,ꯇꯔꯦꯠꯃꯛꯁꯤ
সমাজসিগী,ꯁꯃꯥꯖꯁꯤꯒꯤ
তুংইনবশিং,ꯇꯨꯡꯏꯟꯕꯁꯤꯡ
ইতাওগী,ꯏꯇꯥꯑꯣꯒꯤ
লৈফমগী,ꯂꯩꯐꯝꯒꯤ
এঞ্জিনিয়রিং,ꯑꯦꯟꯖꯤꯅꯤꯌꯔꯤꯡ
কেরেক্টর,ꯀꯦꯔꯦꯛꯇꯔ
কন্নেক্সন,ꯀꯟꯅꯦꯛꯁꯟ
ঙম্দরবদি,ꯉꯝꯗꯔꯕꯗꯤ
পন্দিত্কী,ꯄꯟꯗꯤꯠꯀꯤ
পাবীয়ু,ꯄꯥꯕꯤꯌꯨ
হায়খ্রবগুম্না,ꯍꯥꯌꯈꯔ꯭ꯕꯒꯨꯝꯅꯥ
রেন্না,ꯔꯦꯟꯅꯥ
রেপিদ,ꯔꯦꯄꯤꯗ
মওংগীনি,ꯃꯑꯣꯡꯒꯤꯅꯤ
লেন্টর্নশীং,ꯂꯦꯟꯇꯔꯅꯁꯤꯡ
খংখ্রে,ꯈꯪꯈꯔ꯭ꯦ
ব্যুরিও,ꯕꯌ꯭ꯨꯔꯤꯑꯣ
জোইন্ত,ꯖꯣꯏꯟꯇ
লিঙ্কটি,ꯂꯤꯡꯀꯇꯤ
নুংশিৎউতোংদগী,ꯅꯨꯡꯁꯤꯠꯎꯇꯣꯡꯗꯒꯤ
অরটেরিশীং,ꯑꯔꯇꯦꯔꯤꯁꯤꯡ
হুকুম্,ꯍꯨꯀꯨꯝ
তৌগদবসি,ꯇꯧꯒꯗꯕꯁꯤ
কাউন্টরশীংগী,ꯀꯥꯎꯟꯇꯔꯁꯤꯡꯒꯤ
নোল্লুক্না,ꯅꯣꯜꯂꯨꯛꯅꯥ
ওইরনি,ꯑꯣꯏꯔꯅꯤ
থিংজিল্লে,ꯊꯤꯡꯖꯤꯜꯂꯦ
এৱার্দস,ꯑꯦꯋꯥꯔꯗꯁ
কাউখ্রে,ꯀꯥꯎꯈꯔ꯭ꯦ
শুনীংদে,ꯁꯨꯅꯤꯡꯗꯦ
হিব্রু,ꯍꯤꯕꯔ꯭ꯨ
চত্থগনি,ꯆꯠꯊꯒꯅꯤ
আইদিওলোজিগী,ꯑꯥꯏꯗꯤꯑꯣꯂꯣꯖꯤꯒꯤ
পূম্ঙক,ꯄꯨꯝꯉꯛ
খুঙ্গঙ,ꯈꯨꯡꯒꯡ
ইউনিভার্সিটি,ꯏꯎꯅꯤꯚꯥꯔꯁꯤꯇꯤ
হুকুম,ꯍꯨꯀꯨꯝ
রাস্তায়,ꯔꯥꯁꯇꯥꯌ
প্রমোশিং,ꯄꯔ꯭ꯃꯣꯁꯤꯡ
ক্রিতিকেল,ꯀꯔ꯭ꯤꯇꯤꯀꯦꯜ
পীরিবসিংসি,ꯄꯤꯔꯤꯕꯁꯤꯡꯁꯤ
নুঙ্পাক,ꯅꯨꯡꯄꯥꯛ
লৈঙাক,ꯂꯩꯉꯥꯛ
সেক্টরগী,ꯁꯦꯛꯇꯔꯒꯤ
অদুদগী,ꯑꯗꯨꯗꯒꯤ
ত্রান্সফেট,ꯇꯔ꯭ꯥꯟꯁꯐꯦꯠ
মচানসু,ꯃꯆꯥꯅꯁꯨ
লেল্লবোইরে,ꯂꯦꯜꯂꯕꯣꯏꯔꯦ
ফাইবা,ꯐꯥꯏꯕ
নঙোন্দা,ꯅꯉꯣꯟꯗꯥ
স্বায়ম,ꯁꯋ꯭ꯥꯌꯝ
ফেন্স,ꯐꯦꯟꯁ
এটেন্দেন্ট,ꯑꯦꯇꯦꯟꯗꯦꯟꯇ
রাইটিং,ꯔꯥꯏꯇꯤꯡ
লৈখিদবগী,ꯂꯩꯈꯤꯗꯕꯒꯤ
মরুনি,ꯃꯔꯨꯅꯤ
য়ূম্গী,ꯌꯨꯝꯒꯤ
মাইকোষ্টেটিন,ꯃꯥꯏꯀꯣꯁꯇꯦꯇꯤꯟ
নুপীশীং,ꯅꯨꯄꯤꯁꯤꯡ
ন্বাংলে,ꯅꯋ꯭ꯥꯡꯂꯦ
তৌবদু,ꯇꯧꯕꯗꯨ
ফিষ্টুলানি,ꯐꯤꯁꯇꯨꯂꯥꯅꯤ
লেপ্টোস্পিরোসিস,ꯂꯦꯞꯇꯣꯁꯄꯤꯔꯣꯁꯤꯁ
ব্রসশীং,ꯕꯔ꯭ꯁꯁꯤꯡ
থীওরি,ꯊꯤꯑꯣꯔꯤ
কোয়্জরুরো,ꯀꯣꯌꯖꯔꯨꯔꯣ
তুপ্পা,ꯇꯨꯞꯄꯥ
ঐখোয়দগী,ꯑꯩꯈꯣꯌꯗꯒꯤ
মমাংঙৈগী,ꯃꯃꯥꯡꯉꯩꯒꯤ
কম্পাউন্দশীংদগী,ꯀꯝꯄꯥꯎꯟꯗꯁꯤꯡꯗꯒꯤ
ডিসিপ্লিনশিংদুগী,ꯗꯤꯁꯤꯄꯂ꯭ꯤꯟꯁꯤꯡꯗꯨꯒꯤ
চাদ্রবদি,ꯆꯥꯗꯔ꯭ꯕꯗꯤ
ইন্দিয়াগী,ꯏꯟꯗꯤꯌꯥꯒꯤ
শিজন্নবগী,ꯁꯤꯖꯟꯅꯕꯒꯤ
মেদিকোগী,ꯃꯦꯗꯤꯀꯣꯒꯤ
লাইরেল,ꯂꯥꯏꯔꯦꯜ
লান্গী,ꯂꯥꯟꯒꯤ
অকায়অতোয়শীং,ꯑꯀꯥꯌꯑꯇꯣꯌꯁꯤꯡ
অশোয়বশীং,ꯑꯁꯣꯌꯕꯁꯤꯡ
ফগতহনবা,ꯐꯒꯠꯍꯟꯕ
চঙ্নখ্রে,ꯆꯡꯅꯈꯔ꯭ꯦ
রিন্যু,ꯔꯤꯅꯌ꯭ꯨ
নারক্নবগী,ꯅꯥꯔꯛꯅꯕꯒꯤ
পান্মিন্নখিবোইরে,ꯄꯥꯟꯃꯤꯟꯅꯈꯤꯕꯣꯏꯔꯦ
শূনিংদে,ꯁꯨꯅꯤꯡꯗꯦ
খায়দোরক্কনি,ꯈꯥꯌꯗꯣꯔꯛꯀꯅꯤ
মওংশীংদগী,ꯃꯑꯣꯡꯁꯤꯡꯗꯒꯤ
ক্রোপিং,ꯀꯔ꯭ꯣꯄꯤꯡ
পীবীরে,ꯄꯤꯕꯤꯔꯦ
স্ক্রীন,ꯁꯀ꯭ꯔ꯭ꯤꯟ
এরোন্যুটিকেল,ꯑꯦꯔꯣꯅꯌ꯭ꯨꯇꯤꯀꯦꯜ
ইঙ্খোল্দু,ꯏꯡꯈꯣꯜꯗꯨ
লৌখত্পা,ꯂꯧꯈꯠꯄꯥ
শৈরেংশিংগী,ꯁꯩꯔꯦꯡꯁꯤꯡꯒꯤ
ময়াম্দুসু,ꯃꯌꯥꯝꯗꯨꯁꯨ
দ্যুটি,ꯗꯌ꯭ꯨꯇꯤ
পশ্চিম,ꯄꯁꯆꯤꯝ
তম্বা,ꯇꯝꯕ
ঙমগদরা,ꯉꯝꯒꯗꯔ
মীরোনবসিদা,ꯃꯤꯔꯣꯟꯕꯁꯤꯗ
শেংবগী,ꯁꯦꯡꯕꯒꯤ
দিফঙ্ক,ꯗꯤꯐꯡꯀ
নিওৠলিবরেল,ꯅꯤꯑꯣৠꯂꯤꯕꯔꯦꯜ
রিক্রুইত,ꯔꯤꯀꯔ꯭ꯨꯏꯠ
চতনবী,ꯆꯠꯅꯕꯤ
ভোকেস্নেল,ꯚꯣꯀꯦꯁꯅꯦꯜ
প্রজাশিংনি,ꯄꯔ꯭ꯖꯥꯁꯤꯡꯅꯤ
খুদোংথীরে,ꯈꯨꯗꯣꯡꯊꯤꯔꯦ
লোকরদগী,ꯂꯣꯀꯔꯗꯒꯤ
পাউখূম,ꯄꯥꯎꯈꯨꯝ
লুপাশিংদুগী,ꯂꯨꯄꯥꯁꯤꯡꯗꯨꯒꯤ
সহরশীংগী,ꯁꯍꯔꯁꯤꯡꯒꯤ
মচানুপি,ꯃꯆꯥꯅꯨꯄꯤ
ঐহাক্পু,ꯑꯩꯍꯥꯛꯄꯨ
হিংচাবিগী,ꯍꯤꯡꯆꯥꯕꯤꯒꯤ
পোৎশক,ꯄꯣꯠꯁꯛ
তূংশিন্ফম,ꯇꯨꯡꯁꯤꯟꯐꯝ
চাওখৎথৌরাংগী,ꯆꯥꯑꯣꯈꯠꯊꯧꯔꯥꯡꯒꯤ
শিন্না,ꯁꯤꯟꯅꯥ
কাউবসি,ꯀꯥꯎꯕꯁꯤ
লৈহাউশীং,ꯂꯩꯍꯥꯎꯁꯤꯡ
হনুবীদু,ꯍꯅꯨꯕꯤꯗꯨ
লৌকেল,ꯂꯧꯀꯦꯜ
মোর্ফোলোজিকেল,ꯃꯣꯔꯐꯣꯂꯣꯖꯤꯀꯦꯜ
তারিপোত্নি,ꯇꯥꯔꯤꯄꯣꯠꯅꯤ
কম্দৌবীরিব্রা,ꯀꯝꯗꯧꯕꯤꯔꯤꯕꯔ꯭ꯥ
উদুনা,ꯎꯗꯨꯅ
খুদিংগী,ꯈꯨꯗꯤꯡꯒꯤ
য়াউবদগী,ꯌꯥꯎꯕꯗꯒꯤ
হন্নবগী,ꯍꯟꯅꯕꯒꯤ
শেঞ্জা,ꯁꯦꯟꯖꯥ
শেহল্লক্তে,ꯁꯦꯍꯜꯂꯛꯇꯦ
সেক্যুরিটিশীংনি,ꯁꯦꯀꯌ꯭ꯨꯔꯤꯇꯤꯁꯤꯡꯅꯤ
থৌওংদু,ꯊꯧꯑꯣꯡꯗꯨ
য়েঙ্গোল,ꯌꯦꯡꯒꯣꯜ
কিদনেপ,ꯀꯤꯗꯅꯦꯞ
পোৎচৈশীং,ꯄꯣꯠꯆꯩꯁꯤꯡ
এভেন্যুশীং,ꯑꯦꯚꯦꯅꯌ꯭ꯨꯁꯤꯡ
চিংনখ্রে,ꯆꯤꯡꯅꯈꯔ꯭ꯦ
অনীখক,ꯑꯅꯤꯈꯛ
মোৎলম্বা,ꯃꯣꯠꯂꯝꯕ
মাইবা,ꯃꯥꯏꯕ
ইম্ফাল,ꯏꯝꯐꯥꯜ
কোষ্টগী,ꯀꯣꯁꯇꯒꯤ
